NO,Lon,Lat,lat,Alt,alt,Eco,month,flux,MMT,SWC
3030,110.25,38.75,3,1200,2,Cropland,10,264.625,10.2,0.065145047
3031,110.25,38.75,3,1200,2,Cropland,11,190.165,-2.6,0.061869936
3032,110.25,31.25,3,401,1,Forest,5,880.9275,19.55,0.141154451
3033,110.75,31.25,3,157,1,Forest,5,915.6025,19.85,0.166213303
3034,110.25,31.25,3,401,1,Forest,6,1121.4625,24.2,0.12965571
3035,110.75,31.25,3,157,1,Forest,6,1281.3325,24.9,0.118700717
3036,110.25,31.25,3,401,1,Forest,7,1246.475,27.1,0.134863848
3037,110.75,31.25,3,157,1,Forest,7,1255.235,27.2,0.147002649
3038,110.25,31.25,3,401,1,Forest,8,983.31,25.9,0.104932761
3039,110.75,31.25,3,157,1,Forest,8,1130.04,25.8,0.139382539
3040,110.25,31.25,3,401,1,Forest,9,859.575,22.6,0.165267432
3041,110.75,31.25,3,157,1,Forest,9,808.475,22.3,0.217126625
3042,110.25,31.25,3,401,1,Forest,10,436.905,18,0.109287437
3043,110.75,31.25,3,157,1,Forest,10,514.285,18.6,0.116963685
3044,110.25,31.25,3,401,1,Forest,11,260.975,9.1,0.073587543
3045,110.75,31.25,3,157,1,Forest,11,217.54,8.4,0.076825816
3046,110.25,31.25,3,401,1,Forest,12,155.49,6.2,0.061954844
3047,110.75,31.25,3,157,1,Forest,12,266.815,5.6,0.058365728
3048,110.25,31.25,3,401,1,Forest,2,282.145,6.7,0.062612085
3049,110.75,31.25,3,157,1,Forest,2,302.22,5.8,0.061743869
3050,110.25,31.25,3,401,1,Forest,3,466.835,10.7,0.074506914
3051,110.75,31.25,3,157,1,Forest,3,384.345,10.1,0.077880308
3052,110.25,31.25,3,401,1,Forest,4,628.53,14.7,0.076052846
3053,110.75,31.25,3,157,1,Forest,4,544.58,14.5,0.091523954
3054,113.25,28.25,2,45,1,Forest,1,137.6658333,4.016666667,0.108153729
3055,113.25,28.25,2,45,1,Forest,2,221.555,7.683333333,0.101343595
3056,113.25,28.25,2,45,1,Forest,3,333.7316667,13.36666667,0.114957086
3057,113.25,28.25,2,45,1,Forest,4,399.7358333,17.95,0.119497919
3058,113.25,28.25,2,45,1,Forest,5,619.8308333,24.56666667,0.148737625
3059,113.25,28.25,2,45,1,Forest,6,830.9833333,26.73333333,0.260643497
3060,113.25,28.25,2,45,1,Forest,7,942.2475,30.38333333,0.193484303
3061,113.25,28.25,2,45,1,Forest,8,836.58,29.6,0.163802276
3062,113.25,28.25,2,45,1,Forest,9,813.8283333,24.56666667,0.172189341
3063,113.25,28.25,2,45,1,Forest,10,523.7141667,20.18333333,0.120372205
3064,113.25,28.25,2,45,1,Forest,11,352.7116667,13.28333333,0.103341453
3065,113.25,28.25,2,45,1,Forest,12,235.3641667,7.833333333,0.087213526
3066,114.25,37.75,3,442,1,Forest,5,566.115,21.6,0.066952014
3067,114.25,37.75,3,442,1,Forest,6,1497.96,25.3,0.060503516
3068,114.25,37.75,3,442,1,Forest,7,1715.135,27.1,0.180366486
3069,114.25,37.75,3,442,1,Forest,8,1016.16,24.9,0.078953885
3070,114.25,37.75,3,442,1,Forest,9,573.78,19.9,0.070550293
3071,114.25,37.75,3,442,1,Forest,10,500.415,14.9,0.056967627
3072,114.25,37.75,3,442,1,Forest,11,205.495,4.8,0.058188189
3073,114.25,37.75,3,442,1,Forest,12,104.39,-3.2,0.059085716
3074,114.25,37.75,3,442,1,Forest,1,87.965,-5.1,0.058469068
3075,114.25,37.75,3,442,1,Forest,3,94.9,7.5,0.063438028
3076,114.25,37.75,3,442,1,Forest,4,271.925,12.2,0.06099806
3077,112.25,37.75,3,1515,2,Forest,4,610.0366667,9.233333333,0.071159059
3078,112.25,37.75,3,1515,2,Forest,5,892.5466667,15.26666667,0.085214462
3079,112.25,37.75,3,1515,2,Forest,6,1358.408333,19.3,0.09674307
3080,112.25,37.75,3,1515,2,Forest,7,1958.225,20.76666667,0.126381465
3081,112.25,37.75,3,1515,2,Forest,8,2402.673333,18.6,0.164022699
3082,112.25,37.75,3,1515,2,Forest,9,2565.098333,13.46666667,0.11649689
3083,112.25,37.75,3,1515,2,Forest,10,1583.978333,6.9,0.085297214
3084,112.25,37.75,3,1515,2,Forest,11,553.8266667,-0.166666667,0.067157
3085,112.25,37.75,3,1515,2,Forest,12,238.4666667,-7.766666667,0.057675011
3086,112.25,37.75,3,1515,2,Forest,3,158.5925,1.55,0.074293801
3087,117.25,24.25,2,732,1,Grassland,9,1657.1,23.5,0.151304199
3088,117.25,24.25,2,732,1,Grassland,10,1265.82,22.6,0.12554714
3089,117.25,24.25,2,732,1,Grassland,11,1139.895,18.1,0.208919409
3090,117.25,24.25,2,732,1,Grassland,12,543.85,12.6,0.180356706
3091,117.25,24.25,2,732,1,Grassland,1,673.79,10.8,0.11662972
3092,117.25,24.25,2,732,1,Grassland,2,533.265,13.5,0.079306513
3093,117.25,24.25,2,732,1,Grassland,3,601.885,14.4,0.103608668
3094,117.25,24.25,2,732,1,Grassland,4,939.51,16.4,0.117786686
3095,117.25,24.25,2,732,1,Grassland,5,1346.485,21.9,0.085053309
3096,117.25,24.25,2,732,1,Grassland,6,1807.115,24.1,0.147106627
3097,117.25,24.25,2,732,1,Grassland,7,1879.385,27,0.197435566
3098,117.25,24.25,2,732,1,Grassland,8,2116.27,25,0.205067572
3099,111.25,28.75,2,41,1,Cropland,1,260.245,3.833333333,0.099861916
3100,111.25,28.75,2,41,1,Cropland,2,273.9933333,7.2,0.10708396
3101,111.25,28.75,2,41,1,Cropland,3,372.7866667,11,0.12768819
3102,111.25,28.75,2,41,1,Cropland,4,572.9283333,18.03333333,0.19054016
3103,111.25,28.75,2,41,1,Cropland,5,572.1983333,22.13333333,0.215476701
3104,111.25,28.75,2,41,1,Cropland,6,677.075,26.36666667,0.231856869
3105,111.25,28.75,2,41,1,Cropland,7,981.12,29.83333333,0.236126701
3106,111.25,28.75,2,41,1,Cropland,8,742.045,28,0.189624934
3107,111.25,28.75,2,41,1,Cropland,9,608.3333333,25.1,0.19965127
3108,111.25,28.75,2,41,1,Cropland,10,530.9533333,17.9,0.158335274
3109,111.25,28.75,2,41,1,Cropland,11,371.4483333,13.1,0.166066451
3110,111.25,28.75,2,41,1,Cropland,12,302.8283333,6.666666667,0.102288054
3111,121.75,29.75,2,265,1,Forest,2,484.355,4.3,0.488008391
3112,121.75,29.75,2,265,1,Forest,3,475.7775,8.05,0.473267968
3113,121.75,29.75,2,265,1,Forest,4,687.66,14.1,0.479009506
3114,121.75,29.75,2,265,1,Forest,5,1273.363333,19.06666667,0.423526324
3115,121.75,29.75,2,265,1,Forest,6,2145.47,22.6,0.413825098
3116,121.75,29.75,2,265,1,Forest,7,2114.81,27.15,0.395101587
3117,121.75,29.75,2,265,1,Forest,8,2033.293333,27.36666667,0.4378335
3118,121.75,29.75,2,265,1,Forest,9,1946.423333,23.76666667,0.42320722
3119,121.75,29.75,2,265,1,Forest,10,1157.536667,18.1,0.430901812
3120,121.75,29.75,2,265,1,Forest,11,760.295,15,0.41002959
3121,121.75,29.75,2,265,1,Forest,12,457.71,5.7,0.422699316
3122,121.75,29.75,2,265,1,Forest,1,454.06,4.8,0.485293883
3123,118.25,27.25,2,415,1,Forest,1,511,6.466666667,0.100926331
3124,118.25,27.25,2,415,1,Forest,2,573.415,8.833333333,0.092058662
3125,118.25,27.25,2,415,1,Forest,3,572.8066667,11.9,0.092434558
3126,118.25,27.25,2,415,1,Forest,4,1037.573333,17.06666667,0.142223924
3127,118.25,27.25,2,415,1,Forest,5,1820.011667,21.23333333,0.12697379
3128,118.25,27.25,2,415,1,Forest,6,1713.188333,24.3,0.191484764
3129,118.25,27.25,2,415,1,Forest,7,1636.416667,27.53333333,0.101716585
3130,118.25,27.25,2,415,1,Forest,8,1557.211667,26.3,0.085691047
3131,118.25,27.25,2,415,1,Forest,9,1291.735,23.6,0.083423888
3132,118.25,27.25,2,415,1,Forest,10,994.5033333,19.53333333,0.092046661
3133,118.25,27.25,2,415,1,Forest,11,559.18,13.83333333,0.117407543
3134,118.25,27.25,2,415,1,Forest,12,458.3183333,8.033333333,0.125566498
3135,114.25,22.75,2,60,1,Forest,8,3073.1175,28.95,0.288710986
3136,114.25,22.75,2,60,1,Forest,9,2546.4225,28.3,0.379151571
3137,114.25,22.75,2,60,1,Forest,10,1943.625,25.1,0.372313447
3138,114.25,22.75,2,60,1,Forest,1,1128.945,15.8,0.268558903
3139,114.25,22.75,2,60,1,Forest,4,1678.27,20.8,0.234162588
3140,114.25,22.75,2,60,1,Forest,5,2371.04,25.8,0.317617916
3141,114.25,22.75,2,60,1,Forest,6,2569.235,27,0.176054106
3142,114.25,22.75,2,60,1,Forest,7,2371.04,29.1,0.198118673
3143,108.75,34.25,3,388,1,Cropland,7,824.9,29,0.052040191
3144,108.75,34.25,3,388,1,Cropland,8,552.975,25.3,0.065423971
3145,108.75,34.25,3,388,1,Cropland,9,619.04,20.8,0.06032126
3146,108.75,34.25,3,388,1,Cropland,10,395.295,14.5,0.055701415
3147,108.75,34.25,3,388,1,Cropland,11,238.71,5.7,0.048978735
3148,108.75,34.25,3,388,1,Cropland,12,200.75,3.3,0.042298986
3149,108.75,34.25,3,388,1,Cropland,1,135.78,1.5,0.043833963
3150,108.75,34.25,3,388,1,Cropland,2,164.98,5.4,0.048829023
3151,108.75,34.25,3,388,1,Cropland,3,233.965,12.5,0.050177361
3152,108.75,34.25,3,388,1,Cropland,4,253.31,15.4,0.048978276
3153,108.75,34.25,3,388,1,Cropland,5,292.365,23.3,0.045390635
3154,108.75,34.25,3,388,1,Cropland,6,485.085,27.1,0.05353211
3155,117.25,26.25,2,573,1,Forest,1,596.5316667,8.133333333,0.107416378
3156,117.25,26.25,2,573,1,Forest,2,671.965,11.2,0.088678246
3157,117.25,26.25,2,573,1,Forest,3,737.4216667,13.93333333,0.094720353
3158,117.25,26.25,2,573,1,Forest,4,909.3366667,18.43333333,0.105942828
3159,117.25,26.25,2,573,1,Forest,5,1203.77,21.8,0.082860943
3160,117.25,26.25,2,573,1,Forest,6,1282.366667,24.03333333,0.092776574
3161,117.25,26.25,2,573,1,Forest,7,967.8583333,26.63333333,0.07094895
3162,117.25,26.25,2,573,1,Forest,8,917.7316667,25.73333333,0.06877914
3163,117.25,26.25,2,573,1,Forest,9,845.4616667,23.16666667,0.071389582
3164,117.25,26.25,2,573,1,Forest,10,738.2733333,18.8,0.090486896
3165,117.25,26.25,2,573,1,Forest,11,685.9566667,13.3,0.115838385
3166,117.25,26.25,2,573,1,Forest,12,560.5183333,8.7,0.102434954
3167,120.25,30.75,3,4,1,Forest,6,758.835,26.2,0.435077679
3168,120.25,30.75,3,4,1,Forest,7,1055.945,28.8,0.409971597
3169,120.25,30.75,3,4,1,Forest,8,1075.655,28.5,0.422220159
3170,120.25,30.75,3,4,1,Forest,10,751.535,19.4,0.337531581
3171,120.25,30.75,3,4,1,Forest,11,331.785,12.8,0.265537095
3172,120.25,30.75,3,4,1,Forest,12,255.5,7.5,0.209503988
3173,120.25,30.75,3,4,1,Forest,1,215.715,3.1,0.221850477
3174,120.25,30.75,3,4,1,Forest,2,398.215,7.8,0.255431287
3175,120.25,30.75,3,4,1,Forest,3,419.385,10.3,0.281058448
3176,116.25,43.25,4,1296,2,Grassland,6,183.23,17.2,0.150749102
3177,116.25,43.25,4,1296,2,Grassland,7,617.945,21.6,0.228423272
3178,116.25,43.25,4,1296,2,Grassland,8,885.49,19.6,0.201414128
3179,116.25,43.25,4,1296,2,Grassland,9,400.405,9.6,0.14896376
3180,116.75,43.75,4,1209,2,Grassland,11,140.16,-7.7,0.06367842
3181,117.25,43.75,4,1402,2,Grassland,5,289.08,10.4,0.101929967
3182,117.25,43.75,4,1402,2,Grassland,6,532.7175,15.65,0.168784499
3183,117.25,43.75,4,1402,2,Grassland,7,836.58,19.05,0.287459288
3184,117.25,43.75,4,1402,2,Grassland,8,734.38,16.3,0.232860597
3185,117.25,43.75,4,1402,2,Grassland,9,394.565,11.65,0.152610401
3186,117.25,43.75,4,1402,2,Grassland,10,199.655,3.8,0.110467977
3187,115.75,44.25,4,1059,2,Grassland,3,58.46083333,-4.85,0.089917691
3188,115.75,44.25,4,1059,2,Grassland,5,152.4483333,13.15,0.091285766
3189,115.75,44.25,4,1059,2,Grassland,6,321.054,19.7,0.106309698
3190,115.75,44.25,4,1059,2,Grassland,7,349.67,21.33333333,0.123693785
3191,115.75,44.25,4,1059,2,Grassland,8,242.6641667,19.91666667,0.104828988
3192,115.75,44.25,4,1059,2,Grassland,9,153.5433333,13.8,0.103076248
3193,115.75,44.25,4,1059,2,Grassland,10,84.07166667,4.15,0.095917885
3194,115.75,44.25,4,1059,2,Grassland,11,75.3725,-7.65,0.076987907
3195,115.75,44.25,4,1059,2,Grassland,4,71.248,5.42,0.087929041
3196,115.75,44.25,4,1059,2,Grassland,2,89.66833333,-13.83333333,0.070355078
3197,115.75,44.25,4,1059,2,Grassland,1,40.15,-18.7,0.066637257
3198,115.75,44.25,4,1059,2,Grassland,12,68.985,-15,0.059612494
3199,115.75,43.75,4,1120,2,Grassland,6,307.33,20.5,0.109899593
3200,115.75,43.75,4,1120,2,Grassland,7,431.795,22.9,0.134892099
3201,115.75,43.75,4,1120,2,Grassland,8,246.01,20.8,0.127205721
3202,115.75,43.75,4,1120,2,Grassland,9,156.22,14.6,0.113643724
3203,115.75,43.75,4,1120,2,Grassland,10,97.09,5.1,0.10839971
3204,116.25,44.25,4,1028,2,Grassland,6,619.04,18.83333333,0.107690719
3205,116.25,44.25,4,1028,2,Grassland,7,784.6283333,21.8,0.116119134
3206,116.25,44.25,4,1028,2,Grassland,8,544.0325,20.65,0.126000242
3207,116.25,44.25,4,1028,2,Grassland,9,233.0525,14.1,0.108717621
3208,116.25,44.25,4,1028,2,Grassland,10,140.3425,2.5,0.100248737
3209,116.25,44.25,4,1028,2,Grassland,12,133.955,-17.15,0.053921816
3210,116.25,44.25,4,1028,2,Grassland,3,127.9325,-2.95,0.102191602
3211,116.25,44.25,4,1028,2,Grassland,5,229.585,13.85,0.085645525
3212,116.25,44.25,4,1028,2,Grassland,11,190.53,-10.5,0.070202602
3213,116.25,44.25,4,1028,2,Grassland,1,27.74,-18.9,0.045102812
3214,116.25,44.25,4,1028,2,Grassland,2,68.255,-13.4,0.058412828
3215,116.25,44.25,4,1028,2,Grassland,4,95.265,6.5,0.079856731
3216,100.75,21.75,2,637,1,Forest,3,751.535,20,0.110314205
3217,100.75,21.75,2,637,1,Forest,4,972.36,23.5,0.09432502
3218,100.75,21.75,2,637,1,Forest,5,1122.74,23.8,0.099758248
3219,100.75,21.75,2,637,1,Forest,6,1143.18,24.2,0.093200548
3220,100.75,21.75,2,637,1,Forest,7,1108.87,23.8,0.077009359
3221,100.75,21.75,2,637,1,Forest,8,1040.25,23.8,0.089271361
3222,100.75,21.75,2,637,1,Forest,9,1187.345,23.8,0.096450674
3223,100.75,21.75,2,637,1,Forest,10,1021.635,22.6,0.126566668
3224,100.75,21.75,2,637,1,Forest,11,679.995,18.2,0.107833784
3225,100.75,21.75,2,637,1,Forest,12,654.445,15.1,0.077949775
3226,100.75,21.75,2,637,1,Forest,1,541.295,15.6,0.109471108
3227,100.75,21.75,2,637,1,Forest,2,587.285,18.8,0.08873951
3228,105.25,31.25,3,402,1,Forest,1,236.155,5.4,0.075145158
3229,105.25,31.25,3,402,1,Forest,2,221.555,7.383333333,0.107278105
3230,105.25,31.25,3,402,1,Forest,3,348.8791667,12.36666667,0.082240072
3231,105.25,31.25,3,402,1,Forest,4,560.7008333,18.33333333,0.093827976
3232,105.25,31.25,3,402,1,Forest,5,745.33,22.2,0.092167903
3233,105.25,31.25,3,402,1,Forest,6,948.7566667,24.5,0.176209729
3234,105.25,31.25,3,402,1,Forest,7,943.7075,26.76666667,0.219224054
3235,105.25,31.25,3,402,1,Forest,8,867.3616667,25.91666667,0.156546848
3236,105.25,31.25,3,402,1,Forest,9,729.0875,22.41666667,0.145633958
3237,105.25,31.25,3,402,1,Forest,10,596.3491667,16.73333333,0.111925952
3238,105.25,31.25,3,402,1,Forest,11,401.0133333,12.4,0.09522244
3239,105.25,31.25,3,402,1,Forest,12,272.1075,7.016666667,0.080651991
3240,103.25,30.25,3,724,1,Forest,12,370.84,8.5,0.065120362
3241,103.25,30.25,3,724,1,Forest,1,211.7,4.7,0.061560578
3242,103.25,30.25,3,724,1,Forest,2,124.83,6.1,0.064618982
3243,102.75,29.75,2,1196,2,Forest,3,410.26,12.1,0.056267792
3244,103.25,30.25,3,724,1,Forest,3,151.11,14,0.075101356
3245,102.75,29.75,2,1196,2,Forest,4,611.01,15.5,0.063113216
3246,103.25,30.25,3,724,1,Forest,4,454.06,17.5,0.08326946
3247,102.75,29.75,2,1196,2,Forest,5,644.225,19.7,0.083751101
3248,103.25,30.25,3,724,1,Forest,5,605.17,22.1,0.148210391
3249,102.75,29.75,2,1196,2,Forest,6,679.995,22.1,0.066485575
3250,103.25,30.25,3,724,1,Forest,6,961.045,24.3,0.180903845
3251,102.75,29.75,2,1196,2,Forest,7,722.335,23.7,0.056675088
3252,103.25,30.25,3,724,1,Forest,7,1271.295,25.9,0.145115167
3253,102.75,29.75,2,1196,2,Forest,8,650.795,21.8,0.052315884
3254,103.25,30.25,3,724,1,Forest,8,994.99,23.9,0.092985981
3255,102.75,29.75,2,1196,2,Forest,9,354.05,21,0.042014807
3256,103.25,30.25,3,724,1,Forest,9,1021.635,22.6,0.081622623
3257,102.75,29.75,2,1196,2,Forest,10,263.53,16,0.056913431
3258,103.25,30.25,3,724,1,Forest,10,506.985,18.2,0.090538133
3259,102.75,29.75,2,1196,2,Forest,11,190.895,10.5,0.058958481
3260,103.25,30.25,3,724,1,Forest,11,427.415,12.3,0.081523906
3261,102.75,29.75,2,1196,2,Forest,12,184.325,6.8,0.051179911
3262,102.75,29.75,2,1196,2,Forest,1,169.36,4,0.045954071
3263,102.75,29.75,2,1196,2,Forest,2,172.645,10.4,0.047473538
3264,109.75,36.25,3,1229,2,Forest,3,213.7075,3.4,0.052389529
3265,113.25,25.25,2,779,1,Forest,8,1997.645,27.9,0.088779915
3266,113.25,25.25,2,779,1,Forest,9,1844.8925,26.15,0.143580276
3267,113.25,25.25,2,779,1,Forest,10,1376.78,19.8,0.140987376
3268,113.25,25.25,2,779,1,Forest,1,787.305,8.8,0.1483262
3269,113.25,25.25,2,779,1,Forest,4,1165.445,15.2,0.19834844
3270,113.25,25.25,2,779,1,Forest,5,1453.43,23.1,0.184924828
3271,113.25,25.25,2,779,1,Forest,6,1768.06,23.2,0.13488396
3272,113.25,25.25,2,779,1,Forest,7,1975.38,28.6,0.08433304
3273,103.75,29.75,2,381,1,Forest,2,253.31,9.5,0.105306273
3274,103.75,29.75,2,381,1,Forest,3,327.405,12.5,0.133858551
3275,103.75,29.75,2,381,1,Forest,4,420.845,15.3,0.143185411
3276,103.75,29.75,2,381,1,Forest,5,484.72,20,0.267953332
3277,103.75,29.75,2,381,1,Forest,6,764.31,21.2,0.315417581
3278,103.75,29.75,2,381,1,Forest,7,720.875,25.2,0.205396859
3279,103.75,29.75,2,381,1,Forest,8,536.185,24.2,0.321195503
3280,103.75,29.75,2,381,1,Forest,9,569.765,21.6,0.264263623
3281,103.75,29.75,2,381,1,Forest,10,416.83,16.7,0.196930532
3282,103.75,29.75,2,381,1,Forest,11,268.275,12.3,0.149629157
3283,103.75,29.75,2,381,1,Forest,12,273.02,8.3,0.103035214
3284,103.75,29.75,2,381,1,Forest,1,96.725,2.5,0.098325969
3285,123.75,44.75,4,149,1,Grassland,5,351.86,17.3,0.108403905
3286,123.75,44.75,4,149,1,Grassland,9,207.32,17.9,0.097730541
3287,105.25,31.25,3,402,1,Cropland,11,425.59,12.6,0.090435613
3288,105.25,31.25,3,402,1,Cropland,12,387.265,7.1,0.074201188
3289,105.25,31.25,3,402,1,Cropland,1,548.23,6.3,0.065342776
3290,105.25,31.25,3,402,1,Cropland,2,1117.265,10,0.066605762
3291,105.25,31.25,3,402,1,Cropland,3,1291.37,12.4,0.082172252
3292,105.25,31.25,3,402,1,Cropland,4,1644.69,17.4,0.109502763
3293,105.25,31.25,3,402,1,Cropland,5,1421.31,21.5,0.106425593
3294,116.75,36.75,3,26,1,Cropland,4,2395.495,15.7,0.091752164
3295,116.75,36.75,3,26,1,Cropland,5,3225.505,22,0.075405477
3296,116.75,36.75,3,26,1,Cropland,6,2943.36,25.4,0.073519608
3297,110.75,31.25,3,157,1,Cropland,1,260.975,1,0.057007083
3298,110.75,31.25,3,157,1,Cropland,2,278.13,4.2,0.059007581
3299,110.75,31.25,3,157,1,Cropland,3,480.34,12.7,0.061128901
3300,110.75,31.25,3,157,1,Cropland,4,318.28,16.2,0.070118324
3301,110.75,31.25,3,157,1,Cropland,5,652.985,22.2,0.084755825
3302,110.75,31.25,3,157,1,Cropland,6,1437.37,24.6,0.190392044
3303,110.75,31.25,3,157,1,Cropland,7,1508.18,26,0.170549678
3304,110.75,31.25,3,157,1,Cropland,8,1580.45,25.4,0.101820922
3305,110.75,31.25,3,157,1,Cropland,9,1121.28,22.2,0.177584384
3306,110.75,31.25,3,157,1,Cropland,10,844.245,17.3,0.135230058
3307,110.75,31.25,3,157,1,Cropland,11,393.47,11.4,0.082298163
3308,110.75,31.25,3,157,1,Cropland,12,173.74,6,0.056355669
3309,118.87,32.03,3,,NAA,Wetland,10,0.075292931,18.07999349,NaN
3310,118.87,32.03,3,,NAA,Wetland,8,1.196769598,30.35999322,NaN
3311,103.67,37.57,3,1730-1810,NAA,Desert,2,0.930994717,-6.540005957,0.058060948
3312,116.29,31.25,3,,NAA,Wetland,5,1.043080402,17.24999351,0.231154625
3313,117.27,23.55,2,,NAA,Wetland,4,1.602737098,22.1799934,NaN
3314,117.27,23.55,2,,NAA,Wetland,5,27.82826809,26.05999332,NaN
3315,119.39,31.22,3,137.51,1,Wetland,11,85.63610595,0.090910206,0.28400962
3316,117.27,23.55,2,,NAA,Wetland,2,2.215300588,14.48999357,NaN
3317,118.5,31.5,3,,NAA,Wetland,11,6.330569293,10.68999366,NaN
3318,103.67,37.57,3,1730-1810,NAA,Desert,8,3.552862986,20.22999344,0.122647132
3319,119.41,31.17,3,137.51,1,Wetland,7,2.98625,0.242387476,0.406035915
3320,119.41,31.16,3,137.51,1,Wetland,2,3.73931058,0.113864751,0.279608972
3321,103.47,30.69,3,,NAA,Wetland,2,128.2109965,7.269993734,0.055797037
3322,119.38,31.2,3,137.51,1,Wetland,2,697.8339476,0.110569297,0.28485167
3323,118.8,31.95,3,,NAA,Wetland,2,84.13623003,0.086023843,0.095626277
3324,117.27,23.55,2,,NAA,Wetland,6,54.48602652,29.37499324,NaN
3325,121.61,40.86,4,,NAA,Wetland,5,5.22185231,18.63999348,NaN
3326,83.2,44.75,4,189~192,NAA,Wetland,5,471.0563475,22.88999338,NaN
3327,119.41,31.16,3,137.51,1,Wetland,10,5.9725,0.092728388,0.343695081
3328,117.27,23.55,2,,NAA,Wetland,12,7.23329475,15.75999354,NaN
3329,119.4,31.17,3,137.51,1,Wetland,12,18.86445978,0.075342025,0.273303461
3330,111.31,30.72,3,,NAA,Wetland,10,19.39513383,15.70999355,0.447012067
3331,119.43,31.16,3,137.51,1,Wetland,1,30.06907683,0.107614752,0.251983549
3332,119.43,31.16,3,137.51,1,Wetland,2,6.82570746,0.113864751,0.279608972
3333,111.31,30.72,3,,NAA,Wetland,4,22.25637024,17.36999351,0.118496858
3334,102.51,26.32,2,,NAA,Wetland,3,65.48706892,20.34999344,0.061770111
3335,102.51,26.32,2,,NAA,Wetland,11,18.127732,15.98999354,0.066952862
3336,82.75,44.8,4,,NAA,Desert,4,8.32904706,11.63999364,0.112042926
3337,118.8,31.95,3,,NAA,Wetland,6,263.4013212,0.255228385,0.18650221
3338,117.27,23.55,2,,NAA,Wetland,1,8.596876225,14.99999356,NaN
3339,118.8,31.95,3,,NAA,Wetland,10,136.4943125,0.079432934,0.105662963
3340,102.51,26.32,2,,NAA,Wetland,9,78.34426873,23.35999337,0.07204935
3341,121.6,40.87,4,,NAA,Wetland,5,289.9313573,19.14999347,0.328241298
3342,118.8,31.95,3,,NAA,Wetland,1,53.91746557,0.072614752,0.07702127
3343,117.27,23.55,2,,NAA,Wetland,7,69.31349836,29.40499324,NaN
3344,117.27,23.55,2,,NAA,Wetland,8,60.84861359,28.74399325,NaN
3345,119.41,31.16,3,137.51,1,Wetland,12,11.945,0.076023843,0.273303461
3346,103.47,30.69,3,,NAA,Wetland,12,97.64899734,4.449993797,0.054707158
3347,117.27,23.55,2,,NAA,Wetland,9,74.94399709,28.56999326,NaN
3348,113.22,28.29,2,56-434.8,NAA,Wetland,11,142.2722763,0.131251115,0.368026433
3349,118.8,31.95,3,,NAA,Wetland,12,92.08875228,0.053296571,0.075346144
3350,119.41,31.17,3,137.51,1,Wetland,4,13.73675,0.14420566,0.34583829
3351,113.22,28.29,2,56-434.8,NAA,Wetland,12,105.8472251,0.077955661,0.316948439
3352,118.8,31.95,3,,NAA,Wetland,3,63.56172803,0.099319297,0.099630081
3353,121.93,31.57,3,3.8,1,Wetland,4,1687.660897,NaN,0.474382164
3354,118.8,31.95,3,,NAA,Wetland,7,242.1219419,0.313523838,0.226030639
3355,113.22,28.29,2,56-434.8,NAA,Wetland,8,198.3914789,0.152614751,0.479417349
3356,119.39,31.21,3,137.51,1,Wetland,8,16.05720959,0.192273841,0.435947137
3357,119.4,31.17,3,137.51,1,Wetland,11,16.47585795,0.095569297,0.283826412
3358,118.8,31.95,3,,NAA,Wetland,8,124.5778284,0.217842022,0.164457638
3359,119.39,31.2,3,137.51,1,Wetland,1,17.2008,0.10579657,0.257281996
3360,119.4,31.17,3,137.51,1,Wetland,4,72.91598295,0.144546569,0.34583829
3361,119.4,31.17,3,137.51,1,Wetland,6,18.54563977,0.275569293,0.365119952
3362,118.8,31.95,3,,NAA,Wetland,9,74.16853782,0.11454657,0.147765282
3363,119.39,31.22,3,137.51,1,Wetland,8,112.4680121,0.192273841,0.435947137
3364,113.22,28.29,2,56-434.8,NAA,Wetland,1,49.83997498,0.09579657,0.305921705
3365,119.41,31.16,3,137.51,1,Wetland,9,17.9175,0.131592024,0.43439758
3366,119.39,31.22,3,137.51,1,Wetland,5,241.9818697,0.151932932,0.332676395
3367,82.75,44.8,4,,NAA,Desert,7,18.8529162,27.58999328,0.118400283
3368,111.31,30.72,3,,NAA,Wetland,11,25.14757731,12.28999362,0.125367329
3369,111.31,30.72,3,,NAA,Wetland,1,26.40097549,6.359993754,0.080104142
3370,119.41,31.16,3,137.51,1,Wetland,3,19.94296587,0.133523842,0.318847119
3371,120.58,33.6,3,,NAA,Wetland,9,1165.440371,22.43537801,NaN
3372,111.31,30.72,3,,NAA,Wetland,2,29.02560151,7.509993729,0.081564076
3373,121.5,50.91,5,795,1,Wetland,12,20.4345504,0.012387481,0.035330262
3374,119.38,31.21,3,137.51,1,Wetland,8,27.80945313,0.192273841,0.435947137
3375,117.27,23.55,2,,NAA,Wetland,11,32.85746189,22.0399934,NaN
3376,119.39,31.2,3,137.51,1,Wetland,3,21.0232,0.134092024,0.326707194
3377,119.38,31.18,3,137.51,1,Wetland,1,30.66230137,0.10579657,0.257281996
3378,119.39,31.22,3,137.51,1,Wetland,4,91.28685144,0.14170566,0.345226108
3379,119.38,31.2,3,137.51,1,Wetland,3,370.8743325,0.134092024,0.326707194
3380,119.4,31.17,3,137.51,1,Wetland,8,23.06620113,0.196592022,0.425455332
3381,119.39,31.18,3,137.51,1,Wetland,5,23.38169247,0.162046569,0.356435878
3382,121.8,40.96,4,,NAA,Wetland,4,81.76919888,10.60999366,0.166615934
