NO,Lon,Lat,lat,Alt,alt,Eco,month,flux,MMT,SWC
325,116.7,43.63,4,1100,2,Grassland,10,127.0055779,3.899993809,0.090393812
326,106.25,29.56,2,585,1,Cropland,11,192.7124876,12.36999362,0.255014502
327,109.12,36.83,3,,NAA,Forest,3,192.3485339,3.609993816,0.067754159
328,102.42,37.7,3,2200,3,Grassland,8,155.3506364,10.21999367,0.078082662
329,109.62,34.45,3,,NAA,Cropland,12,129.0529489,5.409993776,0.061479982
330,114.34,30.03,3,35,1,Forest,3,129.0823429,14.10999358,NaN
331,125.55,44.2,4,,NAA,Cropland,1,156.7194559,-14.39000578,0.036407601
332,105.47,31.27,3,,NAA,Forest,11,344.6467346,11.75599363,0.079348992
333,121.5,31.5,3,,NAA,Forest,2,203.1858173,NaN,0.189038498
334,108.09,34.8,3,900-1300,NAA,Forest,7,344.7415178,23.66999337,0.101738356
335,105.62,32.61,3,1600~1700,NAA,Forest,1,129.7694854,0.71999388,0.052198468
336,104.14,31.04,3,,NAA,Cropland,8,130.5198589,25.45999333,0.137000357
337,107.67,35.2,3,1200,2,Cropland,6,532.5338057,20.18399345,0.056188188
338,108.12,34.2,3,520m,NAA,Cropland,5,1665.47727,19.81999345,0.093003989
339,116.7,43.6,4,1453,2,Grassland,9,302.8277512,10.94999365,0.138125012
340,92.02,31.44,3,,NAA,Grassland,3,132.7319182,-3.190006032,0.057712063
341,108.07,34.26,3,,NAA,Cropland,12,168.1199052,2.009993852,0.061905108
342,119.5,30.2,3,150,1,Forest,1,139.5945818,3.374993821,0.053479709
343,109.75,26.83,2,,NAA,Forest,12,148.6697143,7.529993728,0.072001537
344,115.07,26.75,2,100,1,Forest,12,189.2030569,8.269993712,0.078355111
345,117.15,36.17,3,,NAA,Cropland,9,135.590784,20.73999343,0.129466057
346,102.4,37.72,3,2200,3,Forest,6,150.0513149,12.92999361,0.072411396
347,116.43,28.34,2,,NAA,Cropland,10,136.3276195,18.92999347,0.179610622
348,108.01,34.3,3,516,1,Cropland,9,174.1885585,21.13999343,0.162495524
349,110.33,38.8,3,1081.0-1273.9,NAA,Grassland,7,136.776148,23.79999336,0.081750586
350,108.4,34.3,3,521,1,Cropland,7,137.6645946,26.7199933,0.053094693
351,117.33,31.24,3,,NAA,Cropland,1,144.7168425,3.599993816,0.162278518
352,112.47,35.02,3,,NAA,Forest,12,295.6708408,1.424279579,0.062676731
353,122.24,46.6,4,,NAA,Cropland,5,168.2857719,15.56544809,0.109174241
354,121.5,31.7,3,,NAA,Cropland,7,138.3657137,NaN,0.602297924
355,119.4,30.23,3,40-100,NAA,Forest,2,179.1818182,5.464084684,0.058228564
356,121.75,31.5,3,<U+00B8><U+07F3><cc>42m<d2><d4><cf><c2>,NAA,Forest,1,659.196789,NaN,0.36529721
357,119.58,30.32,3,,NAA,Forest,12,166.141284,1.489993863,0.100842586
358,105.62,32.61,3,1600~1700,NAA,Forest,12,139.473986,2.53999384,0.042477758
359,108,34.4,3,506,1,Cropland,3,139.4873116,8.969993696,0.096880123
360,115.53,38.65,3,,NAA,Cropland,3,152.5804457,9.399993686,0.058288217
361,119.4,30.28,3,1139,2,Forest,2,286.0863926,6.959993741,0.059187923
362,103.63,30.58,3,,NAA,Forest,8,214.2792599,24.89666001,0.125375984
363,119.7,30.23,3,,NAA,Forest,1,301.4591462,5.239721052,0.054569993
364,92.02,31.44,3,,NAA,Grassland,1,141.5373905,-13.5800058,0.052496266
365,112.47,35.02,3,,NAA,Forest,3,376.3243095,9.729993678,0.066577042
366,108.09,34.8,3,900-1300,NAA,Forest,9,471.4899578,16.94999352,0.104799554
367,127.53,45.38,4,300,1,Forest,1,143.5430419,-21.18000563,0.04614247
368,102.97,38.65,3,1300,2,Cropland,6,229.1120863,22.1849934,0.099291034
369,111.9,41.79,4,1450,2,Grassland,6,386.00064,19.3897662,0.090087297
370,122.37,39.65,3,2600,3,Forest,8,231.9981584,24.49499335,0.237730213
371,101.05,33.5,3,3609,4,Grassland,4,144.279,-0.290006097,0.101680003
372,119.4,30.23,3,40-100,NAA,Forest,3,262.9922024,11.37772092,0.05965693
373,92.02,31.44,3,,NAA,Grassland,5,144.773892,4.2999938,0.130127609
374,109.14,36.92,3,1371.9,2,Cropland,10,171.9058896,8.599993704,0.068469737
375,112,37,3,<U+00A6><c4><cc><U+1F30>,NAA,Cropland,5,145.1110644,18.65999348,0.07641305
376,107.67,35.2,3,1200,2,Cropland,4,404.5691754,11.61999364,0.050961995
377,121.75,31.5,3,<U+00B8><U+07F3><cc>42m<d2><d4><cf><c2>,NAA,Cropland,1,443.344257,NaN,0.36529721
378,104.42,36.03,3,2400,3,Grassland,11,181.3684556,-1.010006079,0.074235436
379,112.47,35.02,3,,NAA,Forest,2,247.992308,3.219993825,0.073564209
380,115.65,41.75,4,1400,2,Grassland,10,178.3027011,4.709993791,0.113651916
381,129.08,46.88,4,650,1,Forest,5,367.994494,10.34499366,0.113681883
382,108.17,34.5,3,,NAA,Cropland,11,215.0180126,7.564993728,0.07240098
383,116.2,43.92,4,1200,2,Grassland,9,147.3828633,13.02999361,0.108393381
384,104.74,35.47,3,2000 m,NAA,Grassland,9,158.3682971,13.0799936,0.085850347
385,107.67,35.2,3,1200,2,Cropland,5,268.9855074,17.9499935,0.047205131
386,102.97,38.65,3,1300,2,Cropland,8,151.5115948,22.1199934,0.129729741
387,117.29,31.15,3,500<,NAA,Forest,1,149.0642824,5.469993774,0.106518738
388,117,28,2,,NAA,Cropland,8,159.4805384,26.90999329,0.122618161
389,111.78,33.33,3,600-1800,NAA,Forest,12,150.4229357,3.109993827,0.048788027
390,109.62,34.45,3,,NAA,Grassland,11,171.3692298,11.48999364,0.080339648
391,109.18,36.65,3,,NAA,Grassland,9,216.0468288,13.58999359,0.092770845
392,128.4,48.18,4,380,1,Forest,4,188.9796579,4.419993798,0.053293046
393,105.47,31.27,3,,NAA,Cropland,6,371.8396979,24.72399335,0.132069603
394,108.07,34.26,3,,NAA,Cropland,3,176.3822496,10.91999365,0.063236389
395,108,34.3,3,516,1,Cropland,9,153.5118487,20.93999343,0.181073323
396,108.01,34.3,3,516,1,Cropland,3,170.0819053,9.949993675,0.081511084
397,122.37,39.65,3,2600,3,Forest,6,331.6632384,21.04999343,0.204954416
398,102.48,38,3,1600,2,Cropland,8,186.0631883,18.40999349,0.081834644
399,103.63,30.58,3,,NAA,Forest,9,193.7544525,22.72332672,0.108720169
400,118.3,37.25,3,876-1082,NAA,Forest,10,311.3503869,15.92499354,0.067126798
401,114.34,30.03,3,35,1,Forest,4,155.9750651,17.7999935,NaN
402,102.98,38.56,3,1300,2,Forest,6,187.7025674,22.0949934,0.095283498
403,114.34,30.03,3,35,1,Cropland,10,156.1831748,19.13999347,NaN
404,122.28,53.39,5,500-800,NAA,Forest,4,237.2639151,0.951993875,0.050329253
405,121.5,50.91,5,813,1,Forest,10,233.0154788,-1.360006073,0.069646269
406,108.09,34.8,3,900-1300,NAA,Grassland,5,157.301568,16.73999352,0.07396473
407,108.07,34.28,3,506,1,Cropland,7,415.7581088,27.61484177,0.093732479
408,92.02,31.44,3,,NAA,Grassland,12,158.4485705,-9.070005901,0.052234717
409,111.94,33.55,3,600-1830,NAA,Forest,3,295.3497222,5.544993773,0.060939442
410,83.2,44.8,4,190,1,Cropland,7,516.1552625,27.03999329,0.16931376
411,111.5,33.45,3, 600m-1830,NAA,Forest,3,160.7942995,8.539993706,0.064580329
412,108.07,34.26,3,,NAA,Cropland,5,211.8894643,20.87999343,0.06368285
413,119.4,30.28,3,1139,2,Forest,3,452.4155821,11.27999364,0.061411534
414,113.3,28.4,2,,NAA,Forest,11,269.2628493,13.74999359,0.191530929
415,104.42,36.03,3,2400,3,Grassland,2,174.3926294,-5.395005983,0.064442374
416,127.57,45.33,4,400,1,Cropland,3,160.4528585,-1.920006061,0.074267969
417,107.27,37.74,3,1450,2,Grassland,4,228.4166987,10.75363002,0.080662263
418,116.4,25.7,2,400,1,Forest,1,483.1776887,10.70999366,0.075997256
419,103.8,30.68,3,,NAA,Cropland,1,161.0262802,5.63999377,0.086609632
420,118.16,26.67,2,200-500,NAA,Forest,9,196.5090982,24.78999334,0.059520416
421,127.53,45.38,4,300,1,Forest,12,161.8122252,-18.1300057,0.051165707
422,83.2,44.8,4,190,1,Cropland,4,1096.680136,11.21999365,0.167516589
423,83.2,44.8,4,190,1,Cropland,9,1008.340011,20.64999343,0.15415916
424,108.09,34.8,3,900-1300,NAA,Cropland,5,162.4808782,16.73999352,0.07396473
425,112,37,3,<U+00A6><c4><cc><U+1F30>,NAA,Cropland,7,163.2888783,23.41999337,0.088396646
426,119.5,30.2,3,150,1,Forest,2,170.8558364,5.264993779,0.05030476
427,105.47,31.27,3,,NAA,Forest,10,366.3666496,17.69666017,0.098223649
428,121.5,31.7,3,,NAA,Cropland,6,166.0290929,NaN,0.537532678
429,113.11,28.19,2,,NAA,Cropland,5,166.0762689,22.81999339,0.145084872
430,108.09,34.8,3,900-1300,NAA,Cropland,6,166.4436633,19.70999346,0.091029689
431,107.85,35.65,3,1298,2,Cropland,3,245.3486238,7.276660399,0.061755619
432,104.14,31.04,3,,NAA,Cropland,9,169.3320742,22.98999338,0.100545171
433,116.7,43.6,4,1453,2,Grassland,6,466.0299043,16.59332686,0.13035364
434,116.43,28.34,2,,NAA,Cropland,9,170.0854342,26.4799933,0.255552677
435,111.94,33.55,3,600-1830,NAA,Forest,12,240.3402189,-1.645006067,0.056281911
436,108.09,34.8,3,900-1300,NAA,Cropland,3,170.4066873,7.159993736,0.066763937
437,119.4,30.23,3,40-100,NAA,Forest,12,170.5118073,5.804993767,0.062947965
438,102.37,37.65,3,2600,3,Grassland,6,320.9146364,10.29999367,0.079333104
439,114.34,30.03,3,35,1,Cropland,4,171.1366342,17.7999935,NaN
440,116.43,28.34,2,,NAA,Cropland,7,171.5276487,30.02999323,0.258171104
441,108.01,34.3,3,516,1,Cropland,6,171.8489815,25.64999332,0.064467706
442,103.63,30.58,3,,NAA,Forest,7,222.4892274,25.84332665,0.189596553
443,114.4,28.52,2,,NAA,Cropland,6,288.4606959,24.50635699,0.198374266
444,120,33.68,3,350,1,Forest,2,200.56896,4.117266532,0.112206526
445,119.5,30.2,3,150,1,Forest,11,250.0303091,10.78999366,0.047014328
446,109.88,27.05,2,,NAA,Forest,12,246.7387993,4.139993804,0.058482308
447,109,36,3,1100-1250,NAA,Cropland,8,432.9606454,18.64999348,0.0811923
448,102.48,38,3,1600,2,Cropland,6,300.4461058,18.00999349,0.067249388
449,112.8,28.37,2,,NAA,Cropland,7,176.5000636,30.44999322,0.344144189
450,108.09,34.8,3,900-1300,NAA,Forest,8,434.4697399,21.33999342,0.115349002
451,120.12,30.35,3,,NAA,Forest,1,176.7538558,5.148630145,0.089173212
452,112,37,3,<U+00A6><c4><cc><U+1F30>,NAA,Cropland,6,177.8383886,22.45999339,0.063034847
453,110.2,39.5,3,,NAA,Grassland,7,242.19648,22.83999339,0.074319372
454,107.85,35.65,3,,NAA,Cropland,11,235.5764629,5.074993784,0.066302326
455,112.8,28.37,2,,NAA,Cropland,9,178.1253622,25.03999334,0.391902927
456,105.47,31.27,3,,NAA,Cropland,7,316.9784777,27.52399328,0.151682135
457,119.5,30.2,3,150,1,Forest,3,228.1462364,9.469993685,0.049573792
458,109.14,36.92,3,1371.9,2,Cropland,9,239.2221855,14.23999358,0.067434415
459,122.28,53.39,5,500-800,NAA,Forest,10,330.9444581,-6.925005949,0.058708979
460,115.65,41.75,4,1400,2,Grassland,5,1446.075603,11.42999364,0.110415421
461,111.59,40.85,4,1160,2,Forest,10,180.890713,7.575902818,0.074110546
462,103.26,29.54,2,1600,2,Forest,1,182.2993984,6.10499376,0.067909442
463,109.8,26.8,2,300~500<U+00A3><U+00A0>,NAA,Forest,12,181.5018529,7.929993719,0.063650385
464,120,33.68,3,350,1,Forest,1,234.62784,1.869539309,0.097452671
465,105.47,31.27,3,,NAA,Grassland,12,525.6479729,7.859993721,0.077049266
466,108.09,34.8,3,900-1300,NAA,Grassland,4,182.1385571,11.81999363,0.072680995
467,105.45,31.27,3,420,1,Cropland,12,264.7164638,7.859993721,0.077049266
468,108.07,34.28,3,521,1,Cropland,2,272.2892173,5.100221055,0.061621754
469,114.35,30.48,3,,NAA,Cropland,7,218.7028323,29.65999323,0.287061555
470,103.26,29.54,2,1600,2,Forest,12,266.087649,4.509993796,0.062578805
471,107.38,34.2,3,1200,2,Cropland,9,184.0009072,9.954539129,0.14062693
472,117.43,26.19,2,,NAA,Forest,12,591.7858699,11.12999365,0.103387866
473,112.8,28.37,2,,NAA,Cropland,10,184.3012816,18.10999349,0.252592645
474,116.3,44.1,4,1129,2,Grassland,12,184.3014011,-15.32000576,0.064226925
475,113.1,28.18,2,,NAA,Cropland,10,184.7563637,19.91999345,0.071982615
476,116.6,32.2,3,21.0~29.5,NAA,Cropland,1,185.3076066,4.399993798,0.087960519
477,117.55,34.07,3,,NAA,Cropland,9,185.3604851,22.96999338,0.142197087
478,109,36,3,1100-1250,NAA,Cropland,6,232.0677475,19.36999346,0.065906361
479,108.9,18.8,1,,NAA,Forest,2,232.9326606,12.75499361,0.591701478
480,126.63,47.87,4,240,1,Cropland,9,316.1402367,12.58999362,0.125086267
481,117,28,2,,NAA,Cropland,7,189.5344659,28.22999327,0.105789691
482,117,28,2,,NAA,Cropland,5,215.7105404,21.97999341,0.318315774
483,109,36,3,1100-1250,NAA,Cropland,10,233.1809053,11.54999364,0.086373404
484,118.15,27.05,2,<U+00BA><U+00A3><U+00B0><ce>200<U+04BB>1000m,NAA,Forest,12,276.7358168,10.61999366,0.126672864
485,122.28,53.39,5,500-800,NAA,Forest,3,205.2167771,-7.920005926,0.040272765
486,108.01,34.3,3,516,1,Cropland,11,190.1343068,7.119993737,0.077082321
487,118.15,27.05,2,614,1,Forest,10,797.0012858,20.43999344,0.106250483
488,108,34.4,3,506,1,Cropland,9,190.6820258,19.79999345,0.104059912
489,114.34,30.03,3,35,1,Forest,10,191.0410863,19.13999347,NaN
490,120.19,30.31,3,1500-1600,NAA,Cropland,3,192.2336607,11.51999364,0.039729148
491,109.62,34.45,3,,NAA,Cropland,11,192.2750753,11.48999364,0.080339648
492,108.01,34.3,3,516,1,Cropland,4,197.338491,16.69999352,0.089745846
493,126.6,45.7,4,,NAA,Cropland,9,279.3663745,15.62999355,0.119711687
494,121.5,50.91,5,805,1,Grassland,12,193.378752,-28.57955092,0.035330262
495,108.4,34.3,3,521,1,Cropland,8,193.4274895,24.46999335,0.06918902
496,111.28,41.13,4,1570,2,Cropland,6,196.166622,20.21999344,0.065651526
497,105.47,31.27,3,,NAA,Grassland,2,437.8626432,6.689993747,0.081543757
498,121.5,31.5,3,,NAA,Forest,1,277.6032402,NaN,0.200061157
499,115.07,26.75,2,100,1,Forest,1,219.1872939,9.404993687,0.091176585
500,114.34,30.03,3,35,1,Cropland,3,197.4914287,14.10999358,NaN
501,102.42,37.72,3,2200,3,Cropland,6,301.5606733,14.71999357,0.072411396
502,114.33,29.83,2,,NAA,Cropland,12,199.05129,6.99999374,0.127051645
503,108,34.4,3,506,1,Cropland,8,265.2483404,23.65999337,0.113993492
504,105.47,31.27,3,,NAA,Forest,7,676.3979887,28.25599327,0.155636692
505,118.17,26.67,2,200-500,NAA,Forest,2,386.2039052,12.18499362,0.058521385
506,119.65,30.23,3,359,1,Forest,12,267.2364691,5.509993773,0.042649016
507,108.01,34.3,3,516,1,Cropland,5,204.9788486,20.16499345,0.080458626
508,125.42,42.95,4,,NAA,Cropland,8,202.3636364,21.40999342,0.076309927
509,109.75,26.83,2,,NAA,Forest,2,209.4891429,12.62999361,0.065523468
510,118.15,27.05,2,<U+00BA><U+00A3><U+00B0><ce>200<U+04BB>1000m,NAA,Forest,3,377.733317,13.2999936,0.096546493
511,116.3,44.1,4,1129,2,Grassland,10,204.7792549,4.289993801,0.097232267
512,115.5,38.6,3,1200-2768 m,NAA,Cropland,5,213.621352,20.79999343,0.073317684
513,113.87,29.72,2,,NAA,Forest,2,276.4758059,4.719993791,0.25992682
514,125.55,44.2,4,,NAA,Cropland,5,286.7902108,16.50499353,0.111898517
515,116.4,25.7,2,400,1,Forest,3,715.0676362,14.12499358,0.07431493
516,102.7,31.46,3,3500-3600,NAA,Forest,5,206.9114803,0.179993892,0.077249795
517,116.25,39.53,3,30,1,Forest,4,261.4639607,15.90332687,0.039932785
518,126.6,45.7,4,,NAA,Cropland,5,262.9071109,15.72332688,0.19499213
519,119.21,30.1,3,,NAA,Forest,3,251.6159726,8.759993701,0.063460872
520,118.17,26.67,2,200-500,NAA,Forest,1,270.2231659,7.954993719,0.062416213
521,119.4,30.23,3,40-100,NAA,Forest,4,348.2479866,16.85090261,0.063269392
522,111.5,33.45,3, 600m-1830,NAA,Forest,11,538.5344187,6.404993753,0.072425705
523,110.2,39.5,3,,NAA,Grassland,5,325.45152,15.79999354,0.063413619
524,108.9,18.8,1,,NAA,Forest,11,209.86551,18.39999349,0.547767341
525,122.24,46.6,4,,NAA,Cropland,9,229.5750561,14.85226629,0.161899217
526,121.51,50.83,5,,NAA,Forest,10,208.6878944,-4.010006014,0.076014817
527,117.43,26.19,2,,NAA,Forest,1,613.6961276,10.19999367,0.108722959
528,121.51,50.53,5,,NAA,Forest,10,209.2097444,-2.730006042,0.059046678
529,108.09,34.8,3,900-1300,NAA,Cropland,4,210.0362105,11.81999363,0.072680995
530,113.29,28.22,2,,NAA,Cropland,1,221.92,2.469993841,0.085790435
531,108,34.28,3,524.7,1,Cropland,6,210.2632936,24.48999335,0.063454773
532,109.88,27.05,2,,NAA,Forest,1,255.6429259,2.199993847,0.062129775
533,103.26,29.54,2,1600,2,Forest,2,211.7351638,5.994993763,0.067221068
534,112.46,30.53,3,,NAA,Cropland,5,1116.065117,22.09999341,0.511572838
535,104.74,35.47,3,2000 m,NAA,Grassland,8,221.933958,16.35999353,0.069390166
536,106.4,29.8,2,266.3,1,Cropland,1,211.0529455,7.669993725,0.048532445
537,116.6,32.2,3,21.0~29.5,NAA,Cropland,3,211.3423265,12.24999362,0.150872961
538,111.93,31.97,3,1400,2,Forest,3,248.5779788,12.18666029,0.092196681
539,103.63,30.58,3,,NAA,Forest,6,228.2362095,24.29999335,0.236196886
540,108,34.3,3,516,1,Cropland,6,213.4933047,25.19999333,0.061313819
541,111.78,33.33,3,600-1800,NAA,Forest,3,213.7588289,8.579993705,0.058962471
542,119.43,30.33,3,1506,2,Forest,1,441.0617041,2.229993846,0.0556612
543,118.15,27.05,2,<U+00BA><U+00A3><U+00B0><ce>200<U+04BB>1000m,NAA,Forest,2,335.0679195,11.79999363,0.085797258
544,120.58,31.58,3,,NAA,Cropland,3,214.6217122,11.32999364,0.41730544
545,115.53,38.65,3,,NAA,Cropland,9,234.39132,21.70999341,0.047668096
546,116.6,32.2,3,21.0~29.5,NAA,Cropland,2,215.9370262,5.939993764,0.125796154
547,112.47,35.02,3,,NAA,Forest,11,448.0074868,8.19713657,0.064551588
548,104.73,35.47,3,,NAA,Cropland,5,789.6025327,12.81567543,0.073878065
549,105.47,31.27,3,,NAA,Cropland,8,454.0333842,26.7639933,0.134534911
550,119.43,30.33,3,1506,2,Forest,12,531.9132016,3.433327153,0.050468823
551,105.47,31.27,3,,NAA,Forest,8,719.7882716,28.22799327,0.142075455
552,126.82,45.83,4,140,1,Cropland,4,323.4288161,7.739993723,0.109514475
553,119.65,30.23,3,359,1,Forest,4,371.012805,16.95999352,0.120237909
554,117,28,2,,NAA,Cropland,6,222.0122455,25.55999333,0.294838399
555,126.63,47.87,4,240,1,Cropland,6,339.2420283,20.31999344,0.122431254
556,105.45,31.27,3,420,1,Cropland,8,475.6661584,26.7699933,0.117246716
557,119.4,30.28,3,380,1,Forest,11,552.212894,12.07999363,0.057625383
558,128,42.06,4,,NAA,Forest,6,219.8656127,11.28999364,0.141292006
559,119.42,30.14,3,150,1,Forest,2,219.9272727,4.638175611,0.06510958
560,102.93,31.3,3,3023,4,Forest,12,313.0669544,-15.08500577,0.063780833
561,100.2,34.45,3,4200,4,Grassland,10,241.9432364,-2.86000604,0.069762279
562,119.7,30.23,3,,NAA,Cropland,12,220.610639,7.00999374,0.127751534
563,116.72,40.11,4,9,1,Forest,2,241.4347013,0.649993882,0.041222274
564,116.72,40.11,4,9,1,Forest,12,304.0971429,-0.290006097,0.034887843
565,108.07,34.28,3,506,1,Cropland,5,724.9321192,20.30726617,0.083439953
566,119.42,25.58,2,10,1,Forest,4,828.8669321,20.10999345,NaN
567,101.05,33.5,3,3609,4,Grassland,6,222.637,5.65999377,0.102573372
568,117.43,26.19,2,,NAA,Forest,10,728.1051733,20.98999343,0.092119566
569,112.13,36.62,3,1500,2,Forest,10,473.8453907,7.059405504,0.05721548
570,113.83,34.56,3,69-78,NAA,Cropland,11,764.1130642,8.36399371,0.050924593
571,105.47,31.27,3,,NAA,Forest,9,254.3719144,22.1599934,0.13470174
572,120.93,32.61,3,,NAA,Cropland,1,297.0879939,NaN,NaN
573,109.75,26.83,2,,NAA,Forest,11,243.2777144,13.78999359,0.112354755
574,128,42.06,4,,NAA,Forest,8,225.6363636,14.20999358,0.301899642
575,120.5,50.83,5,,NAA,Forest,10,226.0190854,-2.240915144,0.061404687
576,102.93,31.3,3,3023,4,Forest,2,292.4248133,-13.7850058,0.064752579
577,102.93,31.3,3,3023,4,Forest,1,254.5816133,-15.71000575,0.062434413
578,105.47,31.27,3,,NAA,Grassland,11,630.2812435,12.18999362,0.083229668
579,115.55,29.85,2,24,1,Cropland,9,970.1310532,25.73499332,NaN
580,119.4,30.23,3,40-100,NAA,Forest,11,249.9879028,12.15431181,0.075309337
581,122.28,53.39,5,500-800,NAA,Forest,5,394.8107114,8.319993711,0.101975415
582,112.67,37.53,3,802.4,1,Cropland,10,229.9886376,10.86999365,0.068917349
583,105.18,31.25,3,,NAA,Forest,2,279.2349844,12.07999363,0.07440567
584,111.9,41.79,4,1450,2,Grassland,10,230.84352,3.269993823,0.091883808
585,117.29,31.15,3,500<,NAA,Forest,11,230.8517647,11.15999365,0.140895411
586,121.5,31.7,3,,NAA,Cropland,8,230.8613063,NaN,0.488332825
587,118.7,32.18,3,,NAA,Forest,12,231.3184364,4.094993805,0.07227972
588,105.18,31.25,3,,NAA,Forest,1,295.2210155,6.239993757,0.073771834
589,113.83,34.56,3,69-78,NAA,Cropland,3,261.4416898,11.19399365,0.048828316
590,112.46,30.53,3,,NAA,Cropland,9,389.928634,24.00999336,0.362342492
591,119.7,30.23,3,,NAA,Forest,2,271.3574548,6.856016471,0.055742129
592,114.33,29.83,2,,NAA,Forest,1,233.00286,5.65999377,0.157126641
593,113.15,23.08,2,,NAA,Cropland,4,266.9500102,22.1699934,0.072477333
594,109,36,3,1100-1250,NAA,Cropland,4,270.4574034,12.15999362,0.065584674
595,105.45,31.27,3,420,1,Cropland,7,703.4533641,27.38999328,0.148532881
596,118.3,37.25,3,876-1082,NAA,Forest,3,233.946284,9.589993682,0.054490704
597,115.07,26.75,2,100,1,Forest,2,234.6422204,8.739993701,0.120043494
598,103.1,32.75,3,3091,4,Forest,11,493.3141014,-6.570005957,0.051031187
599,119.42,25.58,2,10,1,Forest,3,706.5567259,14.94499356,NaN
600,111.9,41.8,4,1428,2,Grassland,8,434.9577606,19.67666012,0.097418031
601,119.7,30.23,3,,NAA,Forest,12,401.4439784,6.994463437,0.053302284
602,106.4,29.8,2,266.3,1,Cropland,2,237.5032609,9.829993677,0.052279435
603,108.07,34.28,3,506,1,Cropland,8,324.5581068,25.64799332,0.165035196
604,116.25,39.53,3,30,1,Forest,2,261.5070446,2.179993848,0.038007955
605,121.51,50.53,5,,NAA,Forest,9,277.9152606,7.529993728,0.180176169
606,113.3,28.4,2,,NAA,Forest,12,265.6323867,8.069993716,0.171172453
607,127.53,45.38,4,500,1,Forest,10,247.3724458,3.87199381,0.114995366
608,109.88,27.05,2,,NAA,Forest,2,280.7793254,3.149993826,0.075124355
609,105.63,34.62,3,1537.6,2,Cropland,11,354.6431338,2.479993841,0.073892578
610,125.55,44.2,4,,NAA,Cropland,10,265.815809,8.584993705,0.110455777
611,103.5,29.67,2,977.62,1,Forest,1,257.4276112,11.18999365,0.065641992
612,119.43,30.33,3,1506,2,Forest,11,819.5854652,9.286660355,0.053837773
613,112.46,30.53,3,,NAA,Cropland,10,283.8096505,17.16499352,0.331670106
614,127.57,45.33,4,400,1,Forest,3,241.3718454,-1.920006061,0.074267969
615,128.65,48.13,4,355,1,Forest,10,401.4580317,3.744993813,0.066757049
616,108.9,18.8,1,,NAA,Forest,12,260.9400928,15.49999355,0.530593068
617,118.3,37.25,3,876-1082,NAA,Forest,4,242.3096312,15.12999356,0.068202227
618,108.9,18.8,1,,NAA,Forest,10,285.4509709,20.06499345,0.601272851
